알라딘,https://movie.naver.com/movie/bi/mi/basic.nhn?code=163788
위대한 쇼맨,https://movie.naver.com/movie/bi/mi/basic.nhn?code=106360
1917,https://movie.naver.com/movie/bi/mi/basic.nhn?code=187321
어바웃 타임,https://movie.naver.com/movie/bi/mi/basic.nhn?code=92075
비긴어게인,https://movie.naver.com/movie/bi/mi/basic.nhn?code=96379
라라랜드,https://movie.naver.com/movie/bi/mi/basic.nhn?code=134963
